City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
"St Louis",1904,Cycling,"Cycling Track","WILEY, George",USA,Men,"25 miles (40.232km)",M,Bronze
"St Louis",1904,Cycling,"Cycling Track","DOWNING, Burton",USA,Men,"25 miles (40.232km)",M,Gold
"St Louis",1904,Cycling,"Cycling Track","ANDREWS, Arthur F.",USA,Men,"25 miles (40.232km)",M,Silver
"St Louis",1904,Cycling,"Cycling Track","ANDREWS, Arthur F.",USA,Men,"5 miles (8.046km)",M,Bronze
"St Louis",1904,Cycling,"Cycling Track","SCHLEE, Charles",USA,Men,"5 miles (8.046km)",M,Gold
"St Louis",1904,Cycling,"Cycling Track","WILEY, George",USA,Men,"5 miles (8.046km)",M,Silver
"St Louis",1904,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,"ÃƒÂ©pÃƒÂ©e individual",M,Bronze
"St Louis",1904,Fencing,Fencing,"FONST, Ramon",CUB,Men,"ÃƒÂ©pÃƒÂ©e individual",M,Gold
"St Louis",1904,Fencing,Fencing,"TATHAM, Charles",CUB,Men,"ÃƒÂ©pÃƒÂ©e individual",M,Silver
"St Louis",1904,Fencing,Fencing,"TATHAM, Charles",CUB,Men,"foil individual",M,Bronze
"St Louis",1904,Fencing,Fencing,"FONST, Ramon",CUB,Men,"foil individual",M,Gold
"St Louis",1904,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,"foil individual",M,Silver
"St Louis",1904,Fencing,Fencing,"DIAZ, Manuel",ZZX,Men,"foil team",M,Gold
"St Louis",1904,Fencing,Fencing,"FONST, Ramon",ZZX,Men,"foil team",M,Gold
"St Louis",1904,Fencing,Fencing,"VAN ZO POST, Albertson",ZZX,Men,"foil team",M,Gold
"St Louis",1904,Fencing,Fencing,"FOX, Arthur",USA,Men,"foil team",M,Silver
"St Louis",1904,Fencing,Fencing,"TATHAM, Charles",USA,Men,"foil team",M,Silver
"St Louis",1904,Fencing,Fencing,"TOWNSEND, Charles Fitzhugh",USA,Men,"foil team",M,Silver
"St Louis",1904,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,"sabre individual",M,Bronze
"St Louis",1904,Fencing,Fencing,"DIAZ, Manuel",CUB,Men,"sabre individual",M,Gold
"St Louis",1904,Fencing,Fencing,"GREBE, William",USA,Men,"sabre individual",M,Silver
"St Louis",1904,Fencing,Fencing,"GREBE, William",USA,Men,"stick, single",M,Bronze
"St Louis",1904,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,"stick, single",M,Gold
"St Louis",1904,Fencing,Fencing,"O'CONNOR, William Scott",USA,Men,"stick, single",M,Silver
"St Louis",1904,Football,Football,"BRADY, Joseph J.",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"COOKE, George Edwin",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"COOKE, Thomas J.",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"COSTGROVE, Cormic F.",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,DIERKES,USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"DOOLING, Martin T.",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"FROST, Frank",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"JAMESON, Claude Stanley",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"JAMESON, Henry Wood",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"JOHNSON, -",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,O'CONNELL,USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"TATE, Harry",USA,Men,football,M,Bronze
"St Louis",1904,Football,Football,"BARTLIFF, Charles Albert",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"BRADY, Joseph J.",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"BRITTINGHAM, Warren G.",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"BROCKMEYER, Oscar B.",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"COOKE, George Edwin",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"COOKE, Thomas J.",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"COSTGROVE, Cormic F.",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"CUDMORE, Alexander",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,DIERKES,USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"DOOLING, Martin T.",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"DUCKER, George",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"FRASER, John Alexander",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"FROST, Frank",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"GOURLEY, John",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"HALL, Alexander",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"JAMESON, Claude Stanley",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"JAMESON, Henry Wood",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"JANUARY, Charles James",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"JANUARY, John Hartnett",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"JANUARY, Thomas Thurston",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"JOHNSON, -",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"JOHNSON, Albert",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"LANE, Robert",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"LAWLER, Raymond E.",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"LINTON, Ernest",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"LYDON, Joseph",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"MACDONALD, Gordon",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"MENGES, Louis John",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,O'CONNELL,USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"RATICAN, Peter Joseph",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"STEEP, Frederick",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"TATE, Harry",USA,Men,football,M,Gold
"St Louis",1904,Football,Football,"TAYLOR, Thomas",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"TWAITS, William",CAN,Men,football,M,Gold
"St Louis",1904,Football,Football,"BARTLIFF, Charles Albert",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"BRITTINGHAM, Warren G.",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"BROCKMEYER, Oscar B.",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"CUDMORE, Alexander",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"JANUARY, Charles James",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"JANUARY, John Hartnett",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"JANUARY, Thomas Thurston",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"LAWLER, Raymond E.",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"LYDON, Joseph",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"MENGES, Louis John",USA,Men,football,M,Silver
"St Louis",1904,Football,Football,"RATICAN, Peter Joseph",USA,Men,football,M,Silver
"St Louis",1904,Golf,Golf,"MCKINNIE, Burt P.",USA,Men,individual,M,Bronze
"St Louis",1904,Golf,Golf,"NEWTON, Francis Clement",USA,Men,individual,M,Bronze
"St Louis",1904,Golf,Golf,"LYON, George Seymour",CAN,Men,individual,M,Gold
"St Louis",1904,Golf,Golf,"EGAN, Henri Chandler",USA,Men,individual,M,Silver
"St Louis",1904,Golf,Golf,"CUMMINS, Edward M.",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"EDWARDS, Kenneth Paine",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"EGAN, Henri Chandler",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"EGAN, Walter Eugene",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"HUNTER, Robert Edward",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"MOORE, Nathaniel Fish",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"PHELPS, Mason Elliot",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"SAWYER, Danieledward",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"SMOOT, Clement E.",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"WOOD, Warren K.",USA,Men,team,M,Gold
"St Louis",1904,Golf,Golf,"CADY, John Deere",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"LAMBERT, Albert Bond",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"MAXWELL, John R.",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"MCKINNIE, Burt P.",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"MCKITTRICK, Ralph",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"NEWTON, Francis Clement",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"POTTER, Henry",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"SEMPLE, Frederick",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"STICKNEY, Arthur William",USA,Men,team,M,Silver
"St Louis",1904,Golf,Golf,"STICKNEY, Stuart Grosvenor",USA,Men,team,M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","WILSON, Ralph",USA,Men,"club swinging",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","HENNIG, Edward",USA,Men,"club swinging",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","VOIGT, Emil",USA,Men,"club swinging",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","WEBER, Wilhelm",GER,Men,"combined 3 events",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","SPINNLER, Adolf",SUI,Men,"combined 3 events",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","LENHART, Julius",USA,Men,"combined 3 events",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","MERZ, William",USA,Men,"combined 4 events",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","HEIDA, Anton",USA,Men,"combined 4 events",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","EYSER, George",USA,Men,"combined 4 events",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","EYSER, George",USA,Men,"horizontal bar",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","HEIDA, Anton",USA,Men,"horizontal bar",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","HENNIG, Edward",USA,Men,"horizontal bar",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","SPINNLER, Adolf",SUI,Men,"individual all-round",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","LENHART, Julius",USA,Men,"individual all-round",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","WEBER, Wilhelm",GER,Men,"individual all-round",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","DUHA, John",USA,Men,"parallel bars",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","EYSER, George",USA,Men,"parallel bars",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","HEIDA, Anton",USA,Men,"parallel bars",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","MERZ, William",USA,Men,"pommel horse",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","HEIDA, Anton",USA,Men,"pommel horse",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","EYSER, George",USA,Men,"pommel horse",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","VOIGT, Emil",USA,Men,rings,M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","GLASS, Hermann",USA,Men,rings,M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","MERZ, William",USA,Men,rings,M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","VOIGT, Emil",USA,Men,"rope climbing",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","EYSER, George",USA,Men,"rope climbing",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","KRAUSE, Charles",USA,Men,"rope climbing",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","DUHA, John",USA,Men,"team competition",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","KRAUSE, Charles",USA,Men,"team competition",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","MAYACK, Robert",USA,Men,"team competition",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","MEYER, George",USA,Men,"team competition",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","SCHUSTER, Philipp",USA,Men,"team competition",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","SIEGLER, Edward",USA,Men,"team competition",M,Bronze
"St Louis",1904,Gymnastics,"Artistic G.","GRIEB, John",USA,Men,"team competition",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","HEIDA, Anton",USA,Men,"team competition",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","HESS, Max",USA,Men,"team competition",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","KASSEL, Philipp",USA,Men,"team competition",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","LENHART, Julius",USA,Men,"team competition",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","RECKEWEG, Ernst",USA,Men,"team competition",M,Gold
"St Louis",1904,Gymnastics,"Artistic G.","BEYER, Emil",USA,Men,"team competition",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","BISSINGER, John",USA,Men,"team competition",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","ROSENKAMPF, Arthur",USA,Men,"team competition",M,Silver
"St Louis",1904,Gymnastics,"Artistic G.","SCHMITZ, Julian",USA,Men,"team competition",M,Silver
